,ROMol,AAScore,trajectory_num,rank_num,lead_num,conf_num,num_heavyatoms,AAScore_LE
1620,<rdkit.Chem.rdchem.Mol object at 0x14b2319f0890>,-8.5420589502073,trajectory_04,rank_01,lead_0438,confid_2,29,-0.2945537569037
1401,<rdkit.Chem.rdchem.Mol object at 0x14b231a90740>,-8.539518934249294,trajectory_04,rank_01,lead_0162,confid_13,28,-0.3049828190803319
1666,<rdkit.Chem.rdchem.Mol object at 0x14b2319f6cf0>,-8.535041554061403,trajectory_04,rank_01,lead_0058,confid_15,27,-0.31611265015042234
1820,<rdkit.Chem.rdchem.Mol object at 0x14b231a10190>,-8.533495454566426,trajectory_04,rank_01,lead_0262,confid_3,26,-0.32821136363717024
1819,<rdkit.Chem.rdchem.Mol object at 0x14b231a10120>,-8.531440625080753,trajectory_04,rank_01,lead_0437,confid_19,27,-0.31597928241039824
1588,<rdkit.Chem.rdchem.Mol object at 0x14b2319eba50>,-8.529931144049037,trajectory_04,rank_01,lead_0129,confid_17,28,-0.3046403980017513
1641,<rdkit.Chem.rdchem.Mol object at 0x14b2319f6200>,-8.521667704401295,trajectory_04,rank_01,lead_0173,confid_15,29,-0.2938506104965964
1504,<rdkit.Chem.rdchem.Mol object at 0x14b2319e1510>,-8.515790734488426,trajectory_04,rank_01,lead_0063,confid_8,27,-0.31539965683290466
1751,<rdkit.Chem.rdchem.Mol object at 0x14b231a072e0>,-8.509898146888165,trajectory_04,rank_01,lead_0256,confid_8,28,-0.30392493381743446
1879,<rdkit.Chem.rdchem.Mol object at 0x14b231a16ba0>,-8.492139610143942,trajectory_04,rank_01,lead_0366,confid_18,28,-0.30329070036228367
1682,<rdkit.Chem.rdchem.Mol object at 0x14b2319fb430>,-8.489326171065592,trajectory_04,rank_01,lead_0358,confid_8,28,-0.3031902203951997
1748,<rdkit.Chem.rdchem.Mol object at 0x14b231a07190>,-8.488263497107882,trajectory_04,rank_01,lead_0499,confid_1,30,-0.28294211657026275
1555,<rdkit.Chem.rdchem.Mol object at 0x14b2319e6ba0>,-8.475638691822724,trajectory_04,rank_01,lead_0259,confid_16,27,-0.3139125441415824
1395,<rdkit.Chem.rdchem.Mol object at 0x14b231a904a0>,-8.475292076652458,trajectory_04,rank_01,lead_0479,confid_17,28,-0.3026890027375878
1525,<rdkit.Chem.rdchem.Mol object at 0x14b2319e1e40>,-8.46658504710459,trajectory_04,rank_01,lead_0175,confid_5,27,-0.3135772239668367
